method,c_R,operational_loss,L_fraud,reviewer_actions
MAGD-Fraud,0.0025628508248541773,1199.6465075607937,1011.482,73420
MAGD-Fraud,0.0025695951691301097,1200.1416773175326,1011.482,73420
MAGD-Fraud,0.0025763395134060416,1200.6368470742716,1011.482,73420
MAGD-Fraud,0.0025830838576819735,1201.1320168310106,1011.482,73420
MAGD-Fraud,0.002589828201957906,1201.6271865877493,1011.482,73420
MAGD-Fraud,0.002596572546233838,1202.1223563444883,1011.482,73420
MAGD-Fraud,0.0026033168905097697,1202.6175261012272,1011.482,73420
MAGD-Fraud,0.0026100612347857016,1203.1126958579662,1011.482,73420
MAGD-Fraud,0.002616805579061634,1203.6078656147051,1011.482,73420
MAGD-Fraud,0.002623549923337566,1204.103035371444,1011.482,73420
MAGD-Fraud,0.002630294267613498,1204.598205128183,1011.482,73420
MAGD-Fraud,0.00263703861188943,1205.093374884922,1011.482,73420
MAGD-Fraud,0.002643782956165362,1205.588544641661,1011.482,73420
MAGD-Fraud,0.002650527300441294,1206.0837143983997,1011.482,73420
MAGD-Fraud,0.0026572716447172263,1206.5788841551387,1011.482,73420
MAGD-Fraud,0.0026640159889931582,1207.0740539118776,1011.482,73420
MAGD-Fraud,0.00267076033326909,1207.5692236686166,1011.482,73420
MAGD-Fraud,0.002677504677545022,1208.0643934253555,1011.482,73420
MAGD-Fraud,0.0026842490218209544,1208.5595631820945,1011.482,73420
MAGD-Fraud,0.0026909933660968863,1209.0547329388332,1011.482,73420
L2D-Standard,0.0,1086.607,1086.607,3627
L2D-Standard,6.744344275932046e-06,1086.6314617366888,1086.607,3627
L2D-Standard,1.3488688551864092e-05,1086.6559234733775,1086.607,3627
L2D-Standard,2.023303282779614e-05,1086.6803852100663,1086.607,3627
L2D-Standard,2.6977377103728184e-05,1086.7048469467552,1086.607,3627
L2D-Standard,3.372172137966023e-05,1086.729308683444,1086.607,3627
L2D-Standard,4.046606565559228e-05,1086.7537704201327,1086.607,3627
L2D-Standard,4.7210409931524324e-05,1086.7782321568216,1086.607,3627
L2D-Standard,5.395475420745637e-05,1086.8026938935104,1086.607,3627
L2D-Standard,6.069909848338841e-05,1086.8271556301993,1086.607,3627
L2D-Standard,6.744344275932046e-05,1086.851617366888,1086.607,3627
L2D-Standard,7.418778703525251e-05,1086.8760791035768,1086.607,3627
L2D-Standard,8.093213131118456e-05,1086.9005408402656,1086.607,3627
L2D-Standard,8.76764755871166e-05,1086.9250025769545,1086.607,3627
L2D-Standard,9.442081986304865e-05,1086.9494643136431,1086.607,3627
L2D-Standard,0.00010116516413898068,1086.973926050332,1086.607,3627
L2D-Standard,0.00010790950841491274,1086.9983877870209,1086.607,3627
L2D-Standard,0.00011465385269084479,1087.0228495237097,1086.607,3627
L2D-Standard,0.00012139819696677682,1087.0473112603984,1086.607,3627
L2D-Standard,0.00012814254124270886,1087.0717729970872,1086.607,3627
L2D-Standard,0.0001348868855186409,1087.096234733776,1086.607,3627
L2D-Standard,0.00014163122979457296,1087.120696470465,1086.607,3627
L2D-Standard,0.00014837557407050502,1087.1451582071536,1086.607,3627
L2D-Standard,0.00015511991834643707,1087.1696199438425,1086.607,3627
L2D-Standard,0.00016186426262236912,1087.1940816805313,1086.607,3627
L2D-Standard,0.00016860860689830114,1087.2185434172202,1086.607,3627
L2D-Standard,0.0001753529511742332,1087.2430051539088,1086.607,3627
L2D-Standard,0.00018209729545016524,1087.2674668905977,1086.607,3627
L2D-Standard,0.0001888416397260973,1087.2919286272866,1086.607,3627
L2D-Standard,0.00019558598400202935,1087.3163903639754,1086.607,3627
L2D-Standard,0.00020233032827796137,1087.340852100664,1086.607,3627
L2D-Standard,0.00020907467255389342,1087.365313837353,1086.607,3627
L2D-Standard,0.00021581901682982547,1087.3897755740418,1086.607,3627
L2D-Standard,0.00022256336110575752,1087.4142373107306,1086.607,3627
L2D-Standard,0.00022930770538168957,1087.4386990474193,1086.607,3627
L2D-Standard,0.0002360520496576216,1087.4631607841081,1086.607,3627
L2D-Standard,0.00024279639393355365,1087.487622520797,1086.607,3627
L2D-Standard,0.0002495407382094857,1087.5120842574859,1086.607,3627
L2D-Standard,0.0002562850824854177,1087.5365459941745,1086.607,3627
L2D-Standard,0.0002630294267613498,1087.5610077308634,1086.607,3627
L2D-Standard,0.0002697737710372818,1087.5854694675522,1086.607,3627
L2D-Standard,0.0002765181153132139,1087.609931204241,1086.607,3627
L2D-Standard,0.00028326245958914593,1087.6343929409297,1086.607,3627
L2D-Standard,0.00029000680386507795,1087.6588546776186,1086.607,3627
L2D-Standard,0.00029675114814101003,1087.6833164143075,1086.607,3627
L2D-Standard,0.00030349549241694205,1087.7077781509963,1086.607,3627
L2D-Standard,0.00031023983669287413,1087.732239887685,1086.607,3627
L2D-Standard,0.00031698418096880616,1087.7567016243738,1086.607,3627
L2D-Standard,0.00032372852524473823,1087.7811633610627,1086.607,3627
L2D-Standard,0.00033047286952067026,1087.8056250977515,1086.607,3627
L2D-Standard,0.0003372172137966023,1087.8300868344402,1086.607,3627
L2D-Standard,0.00034396155807253436,1087.854548571129,1086.607,3627
L2D-Standard,0.0003507059023484664,1087.879010307818,1086.607,3627
L2D-Standard,0.00035745024662439846,1087.9034720445068,1086.607,3627
L2D-Standard,0.0003641945909003305,1087.9279337811954,1086.607,3627
L2D-Standard,0.0003709389351762625,1087.9523955178843,1086.607,3627
L2D-Standard,0.0003776832794521946,1087.9768572545731,1086.607,3627
L2D-Standard,0.0003844276237281266,1088.001318991262,1086.607,3627
L2D-Standard,0.0003911719680040587,1088.0257807279506,1086.607,3627
L2D-Standard,0.0003979163122799907,1088.0502424646395,1086.607,3627
L2D-Standard,0.00040466065655592274,1088.0747042013284,1086.607,3627
L2D-Standard,0.0004114050008318548,1088.099165938017,1086.607,3627
L2D-Standard,0.00041814934510778684,1088.1236276747059,1086.607,3627
L2D-Standard,0.0004248936893837189,1088.1480894113947,1086.607,3627
L2D-Standard,0.00043163803365965094,1088.1725511480836,1086.607,3627
L2D-Standard,0.00043838237793558297,1088.1970128847722,1086.607,3627
L2D-Standard,0.00044512672221151505,1088.221474621461,1086.607,3627
L2D-Standard,0.00045187106648744707,1088.24593635815,1086.607,3627
L2D-Standard,0.00045861541076337915,1088.2703980948388,1086.607,3627
L2D-Standard,0.00046535975503931117,1088.2948598315274,1086.607,3627
L2D-Standard,0.0004721040993152432,1088.3193215682163,1086.607,3627
L2D-Standard,0.0004788484435911753,1088.3437833049052,1086.607,3627
L2D-Standard,0.0004855927878671073,1088.368245041594,1086.607,3627
L2D-Standard,0.0004923371321430394,1088.3927067782827,1086.607,3627
L2D-Standard,0.0004990814764189714,1088.4171685149715,1086.607,3627
L2D-Standard,0.0005058258206949034,1088.4416302516604,1086.607,3627
L2D-Standard,0.0005125701649708354,1088.4660919883493,1086.607,3627
L2D-Standard,0.0005193145092467676,1088.490553725038,1086.607,3627
L2D-Standard,0.0005260588535226996,1088.5150154617268,1086.607,3627
L2D-Standard,0.0005328031977986316,1088.5394771984156,1086.607,3627
L2D-Standard,0.0005395475420745637,1088.5639389351045,1086.607,3627
L2D-Standard,0.0005462918863504957,1088.5884006717931,1086.607,3627
L2D-Standard,0.0005530362306264278,1088.612862408482,1086.607,3627
L2D-Standard,0.0005597805749023598,1088.6373241451709,1086.607,3627
L2D-Standard,0.0005665249191782919,1088.6617858818597,1086.607,3627
L2D-Standard,0.0005732692634542239,1088.6862476185484,1086.607,3627
L2D-Standard,0.0005800136077301559,1088.7107093552372,1086.607,3627
L2D-Standard,0.000586757952006088,1088.735171091926,1086.607,3627
L2D-Standard,0.0005935022962820201,1088.759632828615,1086.607,3627
L2D-Standard,0.0006002466405579521,1088.7840945653036,1086.607,3627
L2D-Standard,0.0006069909848338841,1088.8085563019924,1086.607,3627
L2D-Standard,0.0006137353291098161,1088.8330180386813,1086.607,3627
L2D-Standard,0.0006204796733857483,1088.8574797753702,1086.607,3627
L2D-Standard,0.0006272240176616803,1088.8819415120588,1086.607,3627
L2D-Standard,0.0006339683619376123,1088.9064032487477,1086.607,3627
L2D-Standard,0.0006407127062135443,1088.9308649854365,1086.607,3627
L2D-Standard,0.0006474570504894765,1088.9553267221254,1086.607,3627
L2D-Standard,0.0006542013947654085,1088.979788458814,1086.607,3627
L2D-Standard,0.0006609457390413405,1089.004250195503,1086.607,3627
L2D-Standard,0.0006676900833172725,1089.0287119321918,1086.607,3627
L2D-Standard,0.0006744344275932046,1089.0531736688806,1086.607,3627
L2D-Standard,0.0006811787718691367,1089.0776354055693,1086.607,3627
L2D-Standard,0.0006879231161450687,1089.1020971422581,1086.607,3627
L2D-Standard,0.0006946674604210007,1089.126558878947,1086.607,3627
L2D-Standard,0.0007014118046969328,1089.1510206156358,1086.607,3627
L2D-Standard,0.0007081561489728648,1089.1754823523245,1086.607,3627
L2D-Standard,0.0007149004932487969,1089.1999440890133,1086.607,3627
L2D-Standard,0.000721644837524729,1089.2244058257022,1086.607,3627
L2D-Standard,0.000728389181800661,1089.248867562391,1086.607,3627
L2D-Standard,0.000735133526076593,1089.2733292990797,1086.607,3627
L2D-Standard,0.000741877870352525,1089.2977910357686,1086.607,3627
L2D-Standard,0.0007486222146284572,1089.3222527724574,1086.607,3627
L2D-Standard,0.0007553665589043892,1089.3467145091463,1086.607,3627
L2D-Standard,0.0007621109031803212,1089.371176245835,1086.607,3627
L2D-Standard,0.0007688552474562532,1089.3956379825238,1086.607,3627
L2D-Standard,0.0007755995917321852,1089.4200997192127,1086.607,3627
L2D-Standard,0.0007823439360081174,1089.4445614559015,1086.607,3627
L2D-Standard,0.0007890882802840494,1089.4690231925902,1086.607,3627
L2D-Standard,0.0007958326245599814,1089.493484929279,1086.607,3627
L2D-Standard,0.0008025769688359135,1089.5179466659679,1086.607,3627
L2D-Standard,0.0008093213131118455,1089.5424084026567,1086.607,3627
L2D-Standard,0.0008160656573877776,1089.5668701393454,1086.607,3627
L2D-Standard,0.0008228100016637096,1089.5913318760342,1086.607,3627
L2D-Standard,0.0008295543459396417,1089.615793612723,1086.607,3627
L2D-Standard,0.0008362986902155737,1089.6402553494117,1086.607,3627
L2D-Standard,0.0008430430344915057,1089.6647170861006,1086.607,3627
L2D-Standard,0.0008497873787674378,1089.6891788227895,1086.607,3627
L2D-Standard,0.0008565317230433699,1089.7136405594783,1086.607,3627
L2D-Standard,0.0008632760673193019,1089.738102296167,1086.607,3627
L2D-Standard,0.0008700204115952339,1089.7625640328558,1086.607,3627
L2D-Standard,0.0008767647558711659,1089.7870257695447,1086.607,3627
L2D-Standard,0.0008835091001470981,1089.8114875062336,1086.607,3627
L2D-Standard,0.0008902534444230301,1089.8359492429222,1086.607,3627
L2D-Standard,0.0008969977886989621,1089.860410979611,1086.607,3627
L2D-Standard,0.0009037421329748941,1089.8848727163,1086.607,3627
L2D-Standard,0.0009104864772508262,1089.9093344529888,1086.607,3627
L2D-Standard,0.0009172308215267583,1089.9337961896774,1086.607,3627
L2D-Standard,0.0009239751658026903,1089.9582579263663,1086.607,3627
L2D-Standard,0.0009307195100786223,1089.9827196630551,1086.607,3627
L2D-Standard,0.0009374638543545544,1090.007181399744,1086.607,3627
L2D-Standard,0.0009442081986304864,1090.0316431364326,1086.607,3627
L2D-Standard,0.0009509525429064185,1090.0561048731215,1086.607,3627
L2D-Standard,0.0009576968871823505,1090.0805666098104,1086.607,3627
L2D-Standard,0.0009644412314582826,1090.1050283464992,1086.607,3627
L2D-Standard,0.0009711855757342146,1090.1294900831879,1086.607,3627
L2D-Standard,0.0009779299200101466,1090.1539518198767,1086.607,3627
L2D-Standard,0.0009846742642860788,1090.1784135565656,1086.607,3627
L2D-Standard,0.0009914186085620107,1090.2028752932545,1086.607,3627
L2D-Standard,0.0009981629528379428,1090.227337029943,1086.607,3627
L2D-Standard,0.001004907297113875,1090.251798766632,1086.607,3627
L2D-Standard,0.0010116516413898068,1090.2762605033208,1086.607,3627
L2D-Standard,0.001018395985665739,1090.3007222400097,1086.607,3627
L2D-Standard,0.001025140329941671,1090.3251839766983,1086.607,3627
L2D-Standard,0.001031884674217603,1090.3496457133872,1086.607,3627
L2D-Standard,0.0010386290184935352,1090.374107450076,1086.607,3627
L2D-Standard,0.001045373362769467,1090.398569186765,1086.607,3627
L2D-Standard,0.0010521177070453992,1090.4230309234536,1086.607,3627
L2D-Standard,0.0010588620513213311,1090.4474926601424,1086.607,3627
L2D-Standard,0.0010656063955972633,1090.4719543968313,1086.607,3627
L2D-Standard,0.0010723507398731954,1090.4964161335201,1086.607,3627
L2D-Standard,0.0010790950841491273,1090.5208778702088,1086.607,3627
L2D-Standard,0.0010858394284250594,1090.5453396068976,1086.607,3627
L2D-Standard,0.0010925837727009914,1090.5698013435865,1086.607,3627
L2D-Standard,0.0010993281169769235,1090.5942630802754,1086.607,3627
L2D-Standard,0.0011060724612528556,1090.618724816964,1086.607,3627
L2D-Standard,0.0011128168055287875,1090.6431865536529,1086.607,3627
L2D-Standard,0.0011195611498047197,1090.6676482903417,1086.607,3627
L2D-Standard,0.0011263054940806516,1090.6921100270306,1086.607,3627
L2D-Standard,0.0011330498383565837,1090.7165717637192,1086.607,3627
L2D-Standard,0.0011397941826325158,1090.741033500408,1086.607,3627
L2D-Standard,0.0011465385269084478,1090.765495237097,1086.607,3627
L2D-Standard,0.00115328287118438,1090.7899569737858,1086.607,3627
L2D-Standard,0.0011600272154603118,1090.8144187104745,1086.607,3627
L2D-Standard,0.001166771559736244,1090.8388804471633,1086.607,3627
L2D-Standard,0.001173515904012176,1090.8633421838522,1086.607,3627
L2D-Standard,0.001180260248288108,1090.887803920541,1086.607,3627
L2D-Standard,0.0011870045925640401,1090.9122656572297,1086.607,3627
L2D-Standard,0.001193748936839972,1090.9367273939185,1086.607,3627
L2D-Standard,0.0012004932811159042,1090.9611891306074,1086.607,3627
L2D-Standard,0.0012072376253918363,1090.9856508672963,1086.607,3627
L2D-Standard,0.0012139819696677682,1091.010112603985,1086.607,3627
L2D-Standard,0.0012207263139437003,1091.0345743406738,1086.607,3627
L2D-Standard,0.0012274706582196323,1091.0590360773626,1086.607,3627
L2D-Standard,0.0012342150024955644,1091.0834978140513,1086.607,3627
L2D-Standard,0.0012409593467714965,1091.1079595507401,1086.607,3627
L2D-Standard,0.0012477036910474284,1091.132421287429,1086.607,3627
L2D-Standard,0.0012544480353233606,1091.1568830241179,1086.607,3627
L2D-Standard,0.0012611923795992925,1091.1813447608065,1086.607,3627
L2D-Standard,0.0012679367238752246,1091.2058064974954,1086.607,3627
L2D-Standard,0.0012746810681511568,1091.2302682341842,1086.607,3627
L2D-Standard,0.0012814254124270887,1091.254729970873,1086.607,3627
L2D-Standard,0.0012881697567030208,1091.2791917075617,1086.607,3627
L2D-Standard,0.001294914100978953,1091.3036534442506,1086.607,3627
L2D-Standard,0.0013016584452548849,1091.3281151809394,1086.607,3627
L2D-Standard,0.001308402789530817,1091.3525769176283,1086.607,3627
L2D-Standard,0.001315147133806749,1091.377038654317,1086.607,3627
L2D-Standard,0.001321891478082681,1091.4015003910058,1086.607,3627
L2D-Standard,0.0013286358223586132,1091.4259621276947,1086.607,3627
L2D-Standard,0.001335380166634545,1091.4504238643835,1086.607,3627
L2D-Standard,0.0013421245109104772,1091.4748856010722,1086.607,3627
L2D-Standard,0.0013488688551864091,1091.499347337761,1086.607,3627
L2D-Standard,0.0013556131994623413,1091.52380907445,1086.607,3627
L2D-Standard,0.0013623575437382734,1091.5482708111388,1086.607,3627
L2D-Standard,0.0013691018880142053,1091.5727325478274,1086.607,3627
L2D-Standard,0.0013758462322901374,1091.5971942845163,1086.607,3627
L2D-Standard,0.0013825905765660694,1091.6216560212051,1086.607,3627
L2D-Standard,0.0013893349208420015,1091.646117757894,1086.607,3627
L2D-Standard,0.0013960792651179336,1091.6705794945826,1086.607,3627
L2D-Standard,0.0014028236093938655,1091.6950412312715,1086.607,3627
L2D-Standard,0.0014095679536697977,1091.7195029679604,1086.607,3627
L2D-Standard,0.0014163122979457296,1091.7439647046492,1086.607,3627
L2D-Standard,0.0014230566422216617,1091.7684264413379,1086.607,3627
L2D-Standard,0.0014298009864975939,1091.7928881780267,1086.607,3627
L2D-Standard,0.0014365453307735258,1091.8173499147156,1086.607,3627
L2D-Standard,0.001443289675049458,1091.8418116514044,1086.607,3627
L2D-Standard,0.0014500340193253898,1091.866273388093,1086.607,3627
L2D-Standard,0.001456778363601322,1091.890735124782,1086.607,3627
L2D-Standard,0.001463522707877254,1091.9151968614708,1086.607,3627
L2D-Standard,0.001470267052153186,1091.9396585981597,1086.607,3627
L2D-Standard,0.0014770113964291181,1091.9641203348483,1086.607,3627
L2D-Standard,0.00148375574070505,1091.9885820715372,1086.607,3627
L2D-Standard,0.0014905000849809822,1092.013043808226,1086.607,3627
L2D-Standard,0.0014972444292569143,1092.037505544915,1086.607,3627
L2D-Standard,0.0015039887735328462,1092.0619672816035,1086.607,3627
L2D-Standard,0.0015107331178087784,1092.0864290182924,1086.607,3627
L2D-Standard,0.0015174774620847103,1092.1108907549813,1086.607,3627
L2D-Standard,0.0015242218063606424,1092.1353524916701,1086.607,3627
L2D-Standard,0.0015309661506365745,1092.1598142283588,1086.607,3627
L2D-Standard,0.0015377104949125065,1092.1842759650476,1086.607,3627
L2D-Standard,0.0015444548391884386,1092.2087377017365,1086.607,3627
L2D-Standard,0.0015511991834643705,1092.2331994384253,1086.607,3627
L2D-Standard,0.0015579435277403026,1092.257661175114,1086.607,3627
L2D-Standard,0.0015646878720162348,1092.2821229118028,1086.607,3627
L2D-Standard,0.0015714322162921667,1092.3065846484917,1086.607,3627
L2D-Standard,0.0015781765605680988,1092.3310463851806,1086.607,3627
L2D-Standard,0.0015849209048440307,1092.3555081218692,1086.607,3627
L2D-Standard,0.0015916652491199629,1092.379969858558,1086.607,3627
L2D-Standard,0.001598409593395895,1092.404431595247,1086.607,3627
L2D-Standard,0.001605153937671827,1092.4288933319358,1086.607,3627
L2D-Standard,0.001611898281947759,1092.4533550686244,1086.607,3627
L2D-Standard,0.001618642626223691,1092.4778168053133,1086.607,3627
L2D-Standard,0.001625386970499623,1092.5022785420022,1086.607,3627
L2D-Standard,0.0016321313147755552,1092.526740278691,1086.607,3627
L2D-Standard,0.0016388756590514871,1092.5512020153797,1086.607,3627
L2D-Standard,0.0016456200033274193,1092.5756637520685,1086.607,3627
L2D-Standard,0.0016523643476033512,1092.6001254887574,1086.607,3627
L2D-Standard,0.0016591086918792833,1092.624587225446,1086.607,3627
L2D-Standard,0.0016658530361552154,1092.6490489621349,1086.607,3627
L2D-Standard,0.0016725973804311474,1092.6735106988237,1086.607,3627
L2D-Standard,0.0016793417247070795,1092.6979724355126,1086.607,3627
L2D-Standard,0.0016860860689830114,1092.7224341722012,1086.607,3627
L2D-Standard,0.0016928304132589435,1092.74689590889,1086.607,3627
L2D-Standard,0.0016995747575348757,1092.771357645579,1086.607,3627
L2D-Standard,0.0017063191018108076,1092.7958193822678,1086.607,3627
L2D-Standard,0.0017130634460867397,1092.8202811189565,1086.607,3627
L2D-Standard,0.0017198077903626716,1092.8447428556453,1086.607,3627
L2D-Standard,0.0017265521346386038,1092.8692045923342,1086.607,3627
L2D-Standard,0.001733296478914536,1092.893666329023,1086.607,3627
L2D-Standard,0.0017400408231904678,1092.9181280657117,1086.607,3627
L2D-Standard,0.0017467851674664,1092.9425898024006,1086.607,3627
L2D-Standard,0.0017535295117423319,1092.9670515390894,1086.607,3627
L2D-Standard,0.001760273856018264,1092.9915132757783,1086.607,3627
L2D-Standard,0.0017670182002941961,1093.015975012467,1086.607,3627
L2D-Standard,0.001773762544570128,1093.0404367491558,1086.607,3627
L2D-Standard,0.0017805068888460602,1093.0648984858447,1086.607,3627
L2D-Standard,0.001787251233121992,1093.0893602225335,1086.607,3627
L2D-Standard,0.0017939955773979242,1093.1138219592222,1086.607,3627
L2D-Standard,0.0018007399216738564,1093.138283695911,1086.607,3627
L2D-Standard,0.0018074842659497883,1093.1627454325999,1086.607,3627
L2D-Standard,0.0018142286102257204,1093.1872071692887,1086.607,3627
L2D-Standard,0.0018209729545016523,1093.2116689059774,1086.607,3627
L2D-Standard,0.0018277172987775845,1093.2361306426662,1086.607,3627
L2D-Standard,0.0018344616430535166,1093.260592379355,1086.607,3627
L2D-Standard,0.0018412059873294485,1093.285054116044,1086.607,3627
L2D-Standard,0.0018479503316053806,1093.3095158527326,1086.607,3627
L2D-Standard,0.0018546946758813126,1093.3339775894215,1086.607,3627
L2D-Standard,0.0018614390201572447,1093.3584393261103,1086.607,3627
L2D-Standard,0.0018681833644331768,1093.3829010627992,1086.607,3627
L2D-Standard,0.0018749277087091087,1093.4073627994878,1086.607,3627
L2D-Standard,0.0018816720529850409,1093.4318245361767,1086.607,3627
L2D-Standard,0.0018884163972609728,1093.4562862728656,1086.607,3627
L2D-Standard,0.001895160741536905,1093.4807480095544,1086.607,3627
L2D-Standard,0.001901905085812837,1093.505209746243,1086.607,3627
L2D-Standard,0.001908649430088769,1093.529671482932,1086.607,3627
L2D-Standard,0.001915393774364701,1093.5541332196208,1086.607,3627
L2D-Standard,0.001922138118640633,1093.5785949563096,1086.607,3627
L2D-Standard,0.0019288824629165651,1093.6030566929983,1086.607,3627
L2D-Standard,0.0019356268071924973,1093.6275184296871,1086.607,3627
L2D-Standard,0.0019423711514684292,1093.651980166376,1086.607,3627
L2D-Standard,0.0019491154957443613,1093.6764419030649,1086.607,3627
L2D-Standard,0.0019558598400202932,1093.7009036397535,1086.607,3627
L2D-Standard,0.0019626041842962256,1093.7253653764424,1086.607,3627
L2D-Standard,0.0019693485285721575,1093.7498271131312,1086.607,3627
L2D-Standard,0.0019760928728480894,1093.77428884982,1086.607,3627
L2D-Standard,0.0019828372171240213,1093.7987505865087,1086.607,3627
L2D-Standard,0.0019895815613999537,1093.8232123231976,1086.607,3627
L2D-Standard,0.0019963259056758856,1093.8476740598865,1086.607,3627
L2D-Standard,0.0020030702499518175,1093.8721357965753,1086.607,3627
L2D-Standard,0.00200981459422775,1093.896597533264,1086.607,3627
L2D-Standard,0.0020165589385036818,1093.9210592699528,1086.607,3627
L2D-Standard,0.0020233032827796137,1093.9455210066417,1086.607,3627
L2D-Standard,0.002030047627055546,1093.9699827433305,1086.607,3627
L2D-Standard,0.002036791971331478,1093.9944444800192,1086.607,3627
L2D-Standard,0.00204353631560741,1094.018906216708,1086.607,3627
L2D-Standard,0.002050280659883342,1094.043367953397,1086.607,3627
L2D-Standard,0.002057025004159274,1094.0678296900855,1086.607,3627
L2D-Standard,0.002063769348435206,1094.0922914267744,1086.607,3627
L2D-Standard,0.002070513692711138,1094.1167531634633,1086.607,3627
L2D-Standard,0.0020772580369870703,1094.1412149001521,1086.607,3627
L2D-Standard,0.0020840023812630022,1094.1656766368408,1086.607,3627
L2D-Standard,0.002090746725538934,1094.1901383735296,1086.607,3627
L2D-Standard,0.0020974910698148665,1094.2146001102185,1086.607,3627
L2D-Standard,0.0021042354140907984,1094.2390618469074,1086.607,3627
L2D-Standard,0.0021109797583667303,1094.263523583596,1086.607,3627
L2D-Standard,0.0021177241026426622,1094.2879853202849,1086.607,3627
L2D-Standard,0.0021244684469185946,1094.3124470569737,1086.607,3627
L2D-Standard,0.0021312127911945265,1094.3369087936626,1086.607,3627
L2D-Standard,0.0021379571354704584,1094.3613705303512,1086.607,3627
L2D-Standard,0.0021447014797463908,1094.38583226704,1086.607,3627
L2D-Standard,0.0021514458240223227,1094.410294003729,1086.607,3627
L2D-Standard,0.0021581901682982546,1094.4347557404178,1086.607,3627
L2D-Standard,0.002164934512574187,1094.4592174771064,1086.607,3627
L2D-Standard,0.002171678856850119,1094.4836792137953,1086.607,3627
L2D-Standard,0.002178423201126051,1094.5081409504842,1086.607,3627
L2D-Standard,0.0021851675454019827,1094.532602687173,1086.607,3627
L2D-Standard,0.002191911889677915,1094.5570644238617,1086.607,3627
L2D-Standard,0.002198656233953847,1094.5815261605505,1086.607,3627
L2D-Standard,0.002205400578229779,1094.6059878972394,1086.607,3627
L2D-Standard,0.0022121449225057112,1094.6304496339283,1086.607,3627
L2D-Standard,0.002218889266781643,1094.654911370617,1086.607,3627
L2D-Standard,0.002225633611057575,1094.6793731073058,1086.607,3627
L2D-Standard,0.0022323779553335074,1094.7038348439946,1086.607,3627
L2D-Standard,0.0022391222996094393,1094.7282965806835,1086.607,3627
L2D-Standard,0.0022458666438853712,1094.7527583173721,1086.607,3627
L2D-Standard,0.002252610988161303,1094.777220054061,1086.607,3627
L2D-Standard,0.0022593553324372355,1094.8016817907499,1086.607,3627
L2D-Standard,0.0022660996767131674,1094.8261435274387,1086.607,3627
L2D-Standard,0.0022728440209890993,1094.8506052641274,1086.607,3627
L2D-Standard,0.0022795883652650317,1094.8750670008162,1086.607,3627
L2D-Standard,0.0022863327095409636,1094.899528737505,1086.607,3627
L2D-Standard,0.0022930770538168955,1094.923990474194,1086.607,3627
L2D-Standard,0.002299821398092828,1094.9484522108826,1086.607,3627
L2D-Standard,0.00230656574236876,1094.9729139475714,1086.607,3627
L2D-Standard,0.0023133100866446917,1094.9973756842603,1086.607,3627
L2D-Standard,0.0023200544309206236,1095.0218374209492,1086.607,3627
L2D-Standard,0.002326798775196556,1095.0462991576378,1086.607,3627
L2D-Standard,0.002333543119472488,1095.0707608943267,1086.607,3627
L2D-Standard,0.00234028746374842,1095.0952226310155,1086.607,3627
L2D-Standard,0.002347031808024352,1095.1196843677044,1086.607,3627
L2D-Standard,0.002353776152300284,1095.144146104393,1086.607,3627
L2D-Standard,0.002360520496576216,1095.168607841082,1086.607,3627
L2D-Standard,0.0023672648408521483,1095.1930695777708,1086.607,3627
L2D-Standard,0.0023740091851280802,1095.2175313144596,1086.607,3627
L2D-Standard,0.002380753529404012,1095.2419930511483,1086.607,3627
L2D-Standard,0.002387497873679944,1095.2664547878371,1086.607,3627
L2D-Standard,0.0023942422179558764,1095.290916524526,1086.607,3627
L2D-Standard,0.0024009865622318083,1095.3153782612148,1086.607,3627
L2D-Standard,0.0024077309065077403,1095.3398399979035,1086.607,3627
L2D-Standard,0.0024144752507836726,1095.3643017345923,1086.607,3627
L2D-Standard,0.0024212195950596045,1095.3887634712812,1086.607,3627
L2D-Standard,0.0024279639393355364,1095.41322520797,1086.607,3627
L2D-Standard,0.0024347082836114688,1095.4376869446587,1086.607,3627
L2D-Standard,0.0024414526278874007,1095.4621486813476,1086.607,3627
L2D-Standard,0.0024481969721633326,1095.4866104180364,1086.607,3627
L2D-Standard,0.0024549413164392645,1095.5110721547253,1086.607,3627
L2D-Standard,0.002461685660715197,1095.535533891414,1086.607,3627
L2D-Standard,0.002468430004991129,1095.5599956281028,1086.607,3627
L2D-Standard,0.0024751743492670607,1095.5844573647917,1086.607,3627
L2D-Standard,0.002481918693542993,1095.6089191014803,1086.607,3627
L2D-Standard,0.002488663037818925,1095.6333808381692,1086.607,3627
L2D-Standard,0.002495407382094857,1095.657842574858,1086.607,3627
L2D-Standard,0.0025021517263707892,1095.6823043115469,1086.607,3627
L2D-Standard,0.002508896070646721,1095.7067660482355,1086.607,3627
L2D-Standard,0.002515640414922653,1095.7312277849244,1086.607,3627
L2D-Standard,0.002522384759198585,1095.7556895216132,1086.607,3627
L2D-Standard,0.0025291291034745173,1095.780151258302,1086.607,3627
L2D-Standard,0.0025358734477504493,1095.8046129949907,1086.607,3627
L2D-Standard,0.002542617792026381,1095.8290747316796,1086.607,3627
L2D-Standard,0.0025493621363023135,1095.8535364683685,1086.607,3627
L2D-Standard,0.0025561064805782454,1095.8779982050573,1086.607,3627
L2D-Standard,0.0025628508248541773,1095.902459941746,1086.607,3627
L2D-Standard,0.0025695951691301097,1095.9269216784348,1086.607,3627
