expert,accuracy,false_positive_rate,false_negative_rate,cost_sensitive_loss,groupwise_false_positive_rate,groupwise_false_negative_rate,false_positive_rate_disparity,false_negative_rate_disparity,disparity_summary,bias_risk,fairness_available,remaining_capacity_total,remaining_capacity_by_batch,capacity_enabled,capacity_penalty,expected_cost
unfair#9,0.9491536095950271,0.04168448816652409,0.8965922444183314,4748.261,0.04312551048189491,1.0,0.04312551048189491,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.04312551048189491, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.0398568608094768, ""group"": ""10""}, {""false_negative_rate"": 0.8878281622911695, ""false_positive_rate"": 0.041760352999546085, ""group"": ""20""}, {""false_negative_rate"": 0.8963039014373717, ""false_positive_rate"": 0.04127565861915953, ""group"": ""30""}, {""false_negative_rate"": 0.8976582827406765, ""false_positive_rate"": 0.04178835518548437, ""group"": ""40""}, {""false_negative_rate"": 0.906021897810219, ""false_positive_rate"": 0.04312551048189491, ""group"": ""50""}, {""false_negative_rate"": 0.8937093275488069, ""false_positive_rate"": 0.04111731843575419, ""group"": ""60""}, {""false_negative_rate"": 0.8431372549019608, ""false_positive_rate"": 0.032979529946929494, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.040776699029126215, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9309682602438233
model_agreeing#8,0.9548029286795504,0.03599942971200456,0.8942420681551116,4610.98,0.037265547877591315,1.0,0.037265547877591315,0.17391304347826086,"{""fnr_disparity"": 0.17391304347826086, ""fpr_disparity"": 0.037265547877591315, ""groups"": [{""false_negative_rate"": 0.88, ""false_positive_rate"": 0.037265547877591315, ""group"": ""10""}, {""false_negative_rate"": 0.8878281622911695, ""false_positive_rate"": 0.036788379727861, ""group"": ""20""}, {""false_negative_rate"": 0.8963039014373717, ""false_positive_rate"": 0.03604121813729518, ""group"": ""30""}, {""false_negative_rate"": 0.8985255854293148, ""false_positive_rate"": 0.0362476439031463, ""group"": ""40""}, {""false_negative_rate"": 0.8923357664233577, ""false_positive_rate"": 0.03495780016335421, ""group"": ""50""}, {""false_negative_rate"": 0.8937093275488069, ""false_positive_rate"": 0.03292364990689013, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.030326004548900682, ""group"": ""70""}, {""false_negative_rate"": 0.8260869565217391, ""false_positive_rate"": 0.036893203883495145, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.17391304347826086,True,0.0,{},False,0.0,0.9310766443443481
sparse#0,0.9478766569530953,0.042972728013361036,0.8968272620446534,4778.103,0.04334378397778974,1.0,0.008392327667110129,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.008392327667110129, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.04269496544916091, ""group"": ""10""}, {""false_negative_rate"": 0.883054892601432, ""false_positive_rate"": 0.04334378397778974, ""group"": ""20""}, {""false_negative_rate"": 0.891170431211499, ""false_positive_rate"": 0.042689039722582874, ""group"": ""30""}, {""false_negative_rate"": 0.8959236773633998, ""false_positive_rate"": 0.042927566851011824, ""group"": ""40""}, {""false_negative_rate"": 0.9087591240875912, ""false_positive_rate"": 0.04332516562301479, ""group"": ""50""}, {""false_negative_rate"": 0.9045553145336226, ""false_positive_rate"": 0.04223463687150838, ""group"": ""60""}, {""false_negative_rate"": 0.8529411764705882, ""false_positive_rate"": 0.043214556482183475, ""group"": ""70""}, {""false_negative_rate"": 0.9565217391304348, ""false_positive_rate"": 0.03495145631067961, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.931276707541415
standard#16,0.949972168980881,0.040851969530327104,0.8970622796709753,4731.622,0.04312849162011173,1.0,0.004377243775479732,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.004377243775479732, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.043065153010858837, ""group"": ""10""}, {""false_negative_rate"": 0.8591885441527446, ""false_positive_rate"": 0.041549228869113594, ""group"": ""20""}, {""false_negative_rate"": 0.9096509240246407, ""false_positive_rate"": 0.04130031061514947, ""group"": ""30""}, {""false_negative_rate"": 0.8915871639202082, ""false_positive_rate"": 0.040245241202179004, ""group"": ""40""}, {""false_negative_rate"": 0.9014598540145985, ""false_positive_rate"": 0.038751247844632, ""group"": ""50""}, {""false_negative_rate"": 0.913232104121475, ""false_positive_rate"": 0.04312849162011173, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.04283548142532222, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.040776699029126215, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.931390841934204
sparse#5,0.9523799928974231,0.03833913805042975,0.9043478260869565,4706.363,0.0401819560272934,1.0,0.0401819560272934,0.12745098039215685,"{""fnr_disparity"": 0.12745098039215685, ""fpr_disparity"": 0.0401819560272934, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.03886969397828233, ""group"": ""10""}, {""false_negative_rate"": 0.9069212410501193, ""false_positive_rate"": 0.03820291140175867, ""group"": ""20""}, {""false_negative_rate"": 0.9127310061601642, ""false_positive_rate"": 0.03867898170821898, ""group"": ""30""}, {""false_negative_rate"": 0.8933217692974849, ""false_positive_rate"": 0.03765612378052569, ""group"": ""40""}, {""false_negative_rate"": 0.9051094890510949, ""false_positive_rate"": 0.038660495507759324, ""group"": ""50""}, {""false_negative_rate"": 0.9154013015184381, ""false_positive_rate"": 0.039329608938547485, ""group"": ""60""}, {""false_negative_rate"": 0.8725490196078431, ""false_positive_rate"": 0.0401819560272934, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.03495145631067961, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.12745098039215685,True,0.0,{},False,0.0,0.9320233530342624
standard#5,0.9452925279380615,0.045602672206607194,0.8951821386603995,4829.984,0.06796116504854369,1.0,0.026294498381877023,0.17647058823529416,"{""fnr_disparity"": 0.17647058823529416, ""fpr_disparity"": 0.026294498381877023, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.04516288252714709, ""group"": ""10""}, {""false_negative_rate"": 0.8711217183770883, ""false_positive_rate"": 0.04605672905384721, ""group"": ""20""}, {""false_negative_rate"": 0.8973305954825462, ""false_positive_rate"": 0.04472693805775141, ""group"": ""30""}, {""false_negative_rate"": 0.8915871639202082, ""false_positive_rate"": 0.046189854802295, ""group"": ""40""}, {""false_negative_rate"": 0.906934306569343, ""false_positive_rate"": 0.045721027316453396, ""group"": ""50""}, {""false_negative_rate"": 0.913232104121475, ""false_positive_rate"": 0.04521415270018622, ""group"": ""60""}, {""false_negative_rate"": 0.8235294117647058, ""false_positive_rate"": 0.04473085670962851, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.06796116504854369, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.17647058823529416,True,0.0,{},False,0.0,0.9330756086232349
standard#0,0.9483829044501926,0.042412623732127584,0.9012925969447708,4784.563,0.04387337057728119,1.0,0.04387337057728119,0.1470588235294118,"{""fnr_disparity"": 0.1470588235294118, ""fpr_disparity"": 0.04387337057728119, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.04084402764067127, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.04201370195606507, ""group"": ""20""}, {""false_negative_rate"": 0.893223819301848, ""false_positive_rate"": 0.04335464361431131, ""group"": ""30""}, {""false_negative_rate"": 0.8976582827406765, ""false_positive_rate"": 0.04159158226143872, ""group"": ""40""}, {""false_negative_rate"": 0.916058394160584, ""false_positive_rate"": 0.04245394318903712, ""group"": ""50""}, {""false_negative_rate"": 0.9088937093275488, ""false_positive_rate"": 0.04387337057728119, ""group"": ""60""}, {""false_negative_rate"": 0.8529411764705882, ""false_positive_rate"": 0.04056103108415466, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.040776699029126215, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.1470588235294118,True,0.0,{},False,0.0,0.9331218812033845
unfair#6,0.9544075015300764,0.03633294635219357,0.9003525264394829,4644.447,0.041666666666666664,1.0,0.007029795158286778,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.007029795158286778, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.03738894373149062, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.035679978043090435, ""group"": ""20""}, {""false_negative_rate"": 0.9096509240246407, ""false_positive_rate"": 0.036797212680986735, ""group"": ""30""}, {""false_negative_rate"": 0.8924544666088465, ""false_positive_rate"": 0.03698295325089584, ""group"": ""40""}, {""false_negative_rate"": 0.8978102189781022, ""false_positive_rate"": 0.035556765586713855, ""group"": ""50""}, {""false_negative_rate"": 0.9175704989154013, ""false_positive_rate"": 0.034636871508379886, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.035253980288097043, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.040776699029126215, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.934423504381558
standard#11,0.9442573651454895,0.04668469184080818,0.8918918918918919,4840.209,0.05242718446601942,1.0,0.05242718446601942,0.19999999999999996,"{""fnr_disparity"": 0.19999999999999996, ""fpr_disparity"": 0.05242718446601942, ""groups"": [{""false_negative_rate"": 0.8, ""false_positive_rate"": 0.04874136229022705, ""group"": ""10""}, {""false_negative_rate"": 0.8758949880668258, ""false_positive_rate"": 0.047291805216877265, ""group"": ""20""}, {""false_negative_rate"": 0.8860369609856262, ""false_positive_rate"": 0.046567620425000414, ""group"": ""30""}, {""false_negative_rate"": 0.8872506504770165, ""false_positive_rate"": 0.04639698419602726, ""group"": ""40""}, {""false_negative_rate"": 0.9005474452554745, ""false_positive_rate"": 0.04557582357745712, ""group"": ""50""}, {""false_negative_rate"": 0.913232104121475, ""false_positive_rate"": 0.04908752327746741, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.04473085670962851, ""group"": ""70""}, {""false_negative_rate"": 0.9565217391304348, ""false_positive_rate"": 0.05242718446601942, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.19999999999999996,True,0.0,{},False,0.0,0.9345529193268179
model_agreeing#7,0.9452421550527782,0.04567905006313903,0.8928319623971798,4821.694,0.07184466019417475,1.0,0.07184466019417475,0.19999999999999996,"{""fnr_disparity"": 0.19999999999999996, ""fpr_disparity"": 0.07184466019417475, ""groups"": [{""false_negative_rate"": 0.8, ""false_positive_rate"": 0.04491609081934847, ""group"": ""10""}, {""false_negative_rate"": 0.8687350835322196, ""false_positive_rate"": 0.0457083742386336, ""group"": ""20""}, {""false_negative_rate"": 0.8901437371663244, ""false_positive_rate"": 0.0455240192614262, ""group"": ""30""}, {""false_negative_rate"": 0.8907198612315698, ""false_positive_rate"": 0.04574452660577062, ""group"": ""40""}, {""false_negative_rate"": 0.9051094890510949, ""false_positive_rate"": 0.045848080588075144, ""group"": ""50""}, {""false_negative_rate"": 0.9002169197396963, ""false_positive_rate"": 0.04446927374301676, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.049658832448824866, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.07184466019417475, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.19999999999999996,True,0.0,{},False,0.0,0.9354356682507787
standard#1,0.9488236671964215,0.04195435659293657,0.9024676850763808,4779.303,0.05242718446601942,1.0,0.014519678779893568,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.014519678779893568, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.041954590325765054, ""group"": ""10""}, {""false_negative_rate"": 0.8854415274463007, ""false_positive_rate"": 0.04190813989084882, ""group"": ""20""}, {""false_negative_rate"": 0.9055441478439425, ""false_positive_rate"": 0.04275477837855605, ""group"": ""30""}, {""false_negative_rate"": 0.8985255854293148, ""false_positive_rate"": 0.041177323473974195, ""group"": ""40""}, {""false_negative_rate"": 0.9105839416058394, ""false_positive_rate"": 0.04141936654868863, ""group"": ""50""}, {""false_negative_rate"": 0.9088937093275488, ""false_positive_rate"": 0.04320297951582868, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.03790750568612585, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.05242718446601942, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9368590834021782
sparse#9,0.9410335004873577,0.04984418917267506,0.9010575793184489,4949.946,0.08333333333333333,1.0,0.03439901406408583,0.17391304347826086,"{""fnr_disparity"": 0.17391304347826086, ""fpr_disparity"": 0.03439901406408583, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.050222112537018755, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.049054691705988536, ""group"": ""20""}, {""false_negative_rate"": 0.9014373716632443, ""false_positive_rate"": 0.05005176919157888, ""group"": ""30""}, {""false_negative_rate"": 0.9037294015611448, ""false_positive_rate"": 0.048934319269247496, ""group"": ""40""}, {""false_negative_rate"": 0.9078467153284672, ""false_positive_rate"": 0.05183773482167166, ""group"": ""50""}, {""false_negative_rate"": 0.8980477223427332, ""false_positive_rate"": 0.051247672253258846, ""group"": ""60""}, {""false_negative_rate"": 0.8627450980392157, ""false_positive_rate"": 0.049658832448824866, ""group"": ""70""}, {""false_negative_rate"": 0.8260869565217391, ""false_positive_rate"": 0.06019417475728155, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.08333333333333333, ""group"": ""90""}]}",0.17391304347826086,True,0.0,{},False,0.0,0.9386813067969435
standard#6,0.9529769115880304,0.037577905413662474,0.918918918918919,4751.32,0.04271844660194175,1.0,0.0069642566578076714,0.08830548926014314,"{""fnr_disparity"": 0.08830548926014314, ""fpr_disparity"": 0.0069642566578076714, ""groups"": [{""false_negative_rate"": 0.96, ""false_positive_rate"": 0.038129318854886476, ""group"": ""10""}, {""false_negative_rate"": 0.9116945107398569, ""false_positive_rate"": 0.03749564556480983, ""group"": ""20""}, {""false_negative_rate"": 0.9158110882956879, ""false_positive_rate"": 0.038021595148487186, ""group"": ""30""}, {""false_negative_rate"": 0.9141370338248048, ""false_positive_rate"": 0.037604341432092625, ""group"": ""40""}, {""false_negative_rate"": 0.9251824817518248, ""false_positive_rate"": 0.036918050639803975, ""group"": ""50""}, {""false_negative_rate"": 0.9262472885032538, ""false_positive_rate"": 0.035754189944134075, ""group"": ""60""}, {""false_negative_rate"": 0.9117647058823529, ""false_positive_rate"": 0.039423805913570885, ""group"": ""70""}, {""false_negative_rate"": 0.9565217391304348, ""false_positive_rate"": 0.04271844660194175, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.08830548926014314,True,0.0,{},False,0.0,0.9387219573795264
unfair#5,0.9510879283899063,0.03976485803902399,0.8933019976498238,4691.283,0.06019417475728155,1.0,0.024779564688179878,0.21739130434782605,"{""fnr_disparity"": 0.21739130434782605, ""fpr_disparity"": 0.024779564688179878, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.035414610069101675, ""group"": ""10""}, {""false_negative_rate"": 0.8902147971360382, ""false_positive_rate"": 0.03965966790174283, ""group"": ""20""}, {""false_negative_rate"": 0.8973305954825462, ""false_positive_rate"": 0.03985406018373954, ""group"": ""30""}, {""false_negative_rate"": 0.8881179531656548, ""false_positive_rate"": 0.040317736489985295, ""group"": ""40""}, {""false_negative_rate"": 0.8950729927007299, ""false_positive_rate"": 0.03882384971413014, ""group"": ""50""}, {""false_negative_rate"": 0.9023861171366594, ""false_positive_rate"": 0.041340782122905026, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.0401819560272934, ""group"": ""70""}, {""false_negative_rate"": 0.782608695652174, ""false_positive_rate"": 0.06019417475728155, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.21739130434782605,True,0.0,{},False,0.0,0.9390468554276133
model_agreeing#2,0.9636433700467713,0.026969021141390687,0.9029377203290246,4445.801,0.0272666814453558,1.0,0.0272666814453558,0.17391304347826086,"{""fnr_disparity"": 0.17391304347826086, ""fpr_disparity"": 0.0272666814453558, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.02690029615004936, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.0272666814453558, ""group"": ""20""}, {""false_negative_rate"": 0.8963039014373717, ""false_positive_rate"": 0.027256890232879187, ""group"": ""30""}, {""false_negative_rate"": 0.9098005203816132, ""false_positive_rate"": 0.026999316473000683, ""group"": ""40""}, {""false_negative_rate"": 0.906021897810219, ""false_positive_rate"": 0.026300027225701062, ""group"": ""50""}, {""false_negative_rate"": 0.911062906724512, ""false_positive_rate"": 0.02532588454376164, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.02577710386656558, ""group"": ""70""}, {""false_negative_rate"": 0.8260869565217391, ""false_positive_rate"": 0.021359223300970873, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.17391304347826086,True,0.0,{},False,0.0,0.9392575632297361
standard#12,0.949881497787371,0.04088761253004196,0.9022326674500587,4754.42,0.04201117318435754,1.0,0.0051179693008623975,0.17391304347826086,"{""fnr_disparity"": 0.17391304347826086, ""fpr_disparity"": 0.0051179693008623975, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.04170779861796644, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.040609726488689026, ""group"": ""20""}, {""false_negative_rate"": 0.9055441478439425, ""false_positive_rate"": 0.041111311979226586, ""group"": ""30""}, {""false_negative_rate"": 0.8915871639202082, ""false_positive_rate"": 0.0404834400049711, ""group"": ""40""}, {""false_negative_rate"": 0.9087591240875912, ""false_positive_rate"": 0.041383065613939556, ""group"": ""50""}, {""false_negative_rate"": 0.911062906724512, ""false_positive_rate"": 0.04201117318435754, ""group"": ""60""}, {""false_negative_rate"": 0.9215686274509803, ""false_positive_rate"": 0.03752843062926459, ""group"": ""70""}, {""false_negative_rate"": 0.8260869565217391, ""false_positive_rate"": 0.036893203883495145, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.17391304347826086,True,0.0,{},False,0.0,0.9393458700599233
standard#13,0.9523951047630081,0.03831113283636808,0.9055229142185663,4710.736,0.041666666666666664,1.0,0.010598705501618122,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.010598705501618122, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.038129318854886476, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.03781233176045856, ""group"": ""20""}, {""false_negative_rate"": 0.9045174537987679, ""false_positive_rate"": 0.03815307246043355, ""group"": ""30""}, {""false_negative_rate"": 0.9089332176929749, ""false_positive_rate"": 0.03947886244536962, ""group"": ""40""}, {""false_negative_rate"": 0.906934306569343, ""false_positive_rate"": 0.03788002541065433, ""group"": ""50""}, {""false_negative_rate"": 0.9023861171366594, ""false_positive_rate"": 0.03761638733705773, ""group"": ""60""}, {""false_negative_rate"": 0.9313725490196079, ""false_positive_rate"": 0.035253980288097043, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.031067961165048542, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9397066487902394
standard#8,0.9465317009160309,0.044240600431789484,0.9052878965922444,4842.489,0.04520167632559564,1.0,0.007673245696331044,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.007673245696331044, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.03998025666337611, ""group"": ""10""}, {""false_negative_rate"": 0.8973747016706444, ""false_positive_rate"": 0.04520167632559564, ""group"": ""20""}, {""false_negative_rate"": 0.9188911704312115, ""false_positive_rate"": 0.04416815948197939, ""group"": ""30""}, {""false_negative_rate"": 0.8967909800520382, ""false_positive_rate"": 0.043683589138134596, ""group"": ""40""}, {""false_negative_rate"": 0.8996350364963503, ""false_positive_rate"": 0.04506761049097014, ""group"": ""50""}, {""false_negative_rate"": 0.9175704989154013, ""false_positive_rate"": 0.04260707635009311, ""group"": ""60""}, {""false_negative_rate"": 0.9313725490196079, ""false_positive_rate"": 0.03752843062926459, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.04466019417475728, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9398096108168564
standard#3,0.9423482327932521,0.048591592325552976,0.8940070505287897,4891.902,0.05436893203883495,1.0,0.05436893203883495,0.21739130434782605,"{""fnr_disparity"": 0.21739130434782605, ""fpr_disparity"": 0.05436893203883495, ""groups"": [{""false_negative_rate"": 0.88, ""false_positive_rate"": 0.046890424481737414, ""group"": ""10""}, {""false_negative_rate"": 0.8758949880668258, ""false_positive_rate"": 0.0483896506951262, ""group"": ""20""}, {""false_negative_rate"": 0.8952772073921971, ""false_positive_rate"": 0.04856443210018571, ""group"": ""30""}, {""false_negative_rate"": 0.8872506504770165, ""false_positive_rate"": 0.04902752749642702, ""group"": ""40""}, {""false_negative_rate"": 0.9014598540145985, ""false_positive_rate"": 0.04867955349850259, ""group"": ""50""}, {""false_negative_rate"": 0.9175704989154013, ""false_positive_rate"": 0.04722532588454376, ""group"": ""60""}, {""false_negative_rate"": 0.8725490196078431, ""false_positive_rate"": 0.05079605761940864, ""group"": ""70""}, {""false_negative_rate"": 0.782608695652174, ""false_positive_rate"": 0.05436893203883495, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.21739130434782605,True,0.0,{},False,0.0,0.9402550321609114
standard#19,0.9399127037898041,0.0510535052344291,0.8940070505287897,4947.021,0.08333333333333333,1.0,0.03594895122567601,0.21739130434782605,"{""fnr_disparity"": 0.21739130434782605, ""fpr_disparity"": 0.03594895122567601, ""groups"": [{""false_negative_rate"": 1.0, ""false_positive_rate"": 0.05330700888450148, ""group"": ""10""}, {""false_negative_rate"": 0.863961813842482, ""false_positive_rate"": 0.05092314026031605, ""group"": ""20""}, {""false_negative_rate"": 0.8860369609856262, ""false_positive_rate"": 0.05112002235114303, ""group"": ""30""}, {""false_negative_rate"": 0.9028620988725065, ""false_positive_rate"": 0.05047743325255287, ""group"": ""40""}, {""false_negative_rate"": 0.8996350364963503, ""false_positive_rate"": 0.051801433886922585, ""group"": ""50""}, {""false_negative_rate"": 0.9045553145336226, ""false_positive_rate"": 0.05147113594040968, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.047384382107657316, ""group"": ""70""}, {""false_negative_rate"": 0.782608695652174, ""false_positive_rate"": 0.05825242718446602, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.08333333333333333, ""group"": ""90""}]}",0.21739130434782605,True,0.0,{},False,0.0,0.9403953611967174
unfair#0,0.9622354479031027,0.0282852662022893,0.9128084606345476,4517.27,0.031067961165048542,1.0,0.031067961165048542,0.13043478260869568,"{""fnr_disparity"": 0.13043478260869568, ""fpr_disparity"": 0.031067961165048542, ""groups"": [{""false_negative_rate"": 0.96, ""false_positive_rate"": 0.02912142152023692, ""group"": ""10""}, {""false_negative_rate"": 0.9045346062052506, ""false_positive_rate"": 0.028744550358383213, ""group"": ""20""}, {""false_negative_rate"": 0.9075975359342916, ""false_positive_rate"": 0.027799234144657913, ""group"": ""30""}, {""false_negative_rate"": 0.9141370338248048, ""false_positive_rate"": 0.028024606971975393, ""group"": ""40""}, {""false_negative_rate"": 0.9078467153284672, ""false_positive_rate"": 0.02900444686450676, ""group"": ""50""}, {""false_negative_rate"": 0.9349240780911063, ""false_positive_rate"": 0.028156424581005587, ""group"": ""60""}, {""false_negative_rate"": 0.9313725490196079, ""false_positive_rate"": 0.026535253980288095, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.031067961165048542, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.13043478260869568,True,0.0,{},False,0.0,0.9405076773298171
unfair#1,0.9409680157364894,0.04989001588659416,0.9029377203290246,4958.972,0.125,1.0,0.07685746777862017,0.17391304347826086,"{""fnr_disparity"": 0.17391304347826086, ""fpr_disparity"": 0.07685746777862017, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.04911154985192497, ""group"": ""10""}, {""false_negative_rate"": 0.863961813842482, ""false_positive_rate"": 0.05106037094509717, ""group"": ""20""}, {""false_negative_rate"": 0.9219712525667351, ""false_positive_rate"": 0.04956694660377669, ""group"": ""30""}, {""false_negative_rate"": 0.8959236773633998, ""false_positive_rate"": 0.0495660639201309, ""group"": ""40""}, {""false_negative_rate"": 0.9114963503649635, ""false_positive_rate"": 0.04851619929213177, ""group"": ""50""}, {""false_negative_rate"": 0.9002169197396963, ""false_positive_rate"": 0.05221601489757914, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.04814253222137983, ""group"": ""70""}, {""false_negative_rate"": 0.8260869565217391, ""false_positive_rate"": 0.07572815533980583, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.125, ""group"": ""90""}]}",0.17391304347826086,True,0.0,{},False,0.0,0.9405640599302127
